id,title,content,source_url,major_category,middle_category,supplier_name,amount,currency,province,city,contact_name,email,phone_number,event_time,min_order,unit,supplier_address,created_at,updated_at
1,强森 冷挤压钢筋套筒 45号钢内外直螺纹建筑钢筋连接套筒 钢筋接头,产品特性：45#钢; 表面处理 抛光; 公称直径 37; 长度 62mm; 适用范围 建筑配件。,https://b2b.baidu.com/land?id=d0933c02cd2359412983d19f157b910110,手动工具,套筒,邯郸市强森紧固件制造有限公司,0.62,人民币:元,河北省,邯郸市,武云飞,1203110876@qq.com,13131027275,2025-07-22,1.0,件起,河北省邯郸市永年区飞宇螺丝大世界8排B19,2026-07-28 15:09:27,2026-08-04 11:02:28
52,助力降本增效 专属特色话术定制优化 智能客服 启晟睿大数据,产品特性：启晟睿; 系统培训 1对1线上教学; 合同签立 提供纸质合同签约邮寄或线上签立回传; 应用场景 精准拓客开发市场; 操作系统 电脑端+手机端。,https://b2b.baidu.com/land?id=7aee5e3137347857eb0b7de4c6ed04d610,电商工具,智能客服,青岛启晟睿网络科技有限公司,500.00,人民币:元,山东省,青岛市,矫总,wangrunxia@qdqsr.com,19905325559,2025-07-22,1.0,套,山东省青岛市市北区鸿府国际大厦2层202-5,2026-07-28 15:09:27,2026-08-04 11:02:28
53,佛 山 小程序在线办理 挂失登报 及时沟通 客服审核 智能纠错,产品特性：立客办; 收费标准 视版面和内容字数; 服务方式 1对1服务; 办理速度 快; 服务星级 5星级。,https://b2b.baidu.com/land?id=813414b6f1b1d064568e8fc816c7e70210,电商工具,智能客服,郑州企八方网络科技有限公司,10.00,人民币:元,河南省,郑州市,郭,3794728645@qq.com,15036716548,2025-07-22,1.0,次,河南省郑州市高新技术产业开发区梧桐街腊梅路盛世新天61号楼1单元201号,2026-07-28 15:09:27,2026-08-04 11:02:28
54,全 智能管理 多平台接 数据汇总 操作便捷 专属客服,产品特性：全域; 名称 票务系统; 规格 定制; 是否进口 否; 运行环境 旅游景区、游乐场、剧场,https://b2b.baidu.com/land?id=6d0868a427b0aee2e893c43d363106ee10,电商工具,智能客服,成都全域智旅科技有限公司,3000.00,人民币:元,,,林科,lk@qyzl.com,18908007026,2025-07-22,1.0,套,四川成都,2026-07-28 15:09:27,2026-08-04 11:02:28
55,轨道交通自动售检票(AFC)模拟系统 自助扇门式闸机 智能客服系统,产品特性：翼梭; 教学仿真实训设备类型 地铁自动售检票仿真设备; 软件名称 地铁自动售检票仿真系统; 操作系统 windows sever 2016; 地铁自动售检票仿真系统 票务软件、售票机、检票机。,https://b2b.baidu.com/land?id=7f89bd0a5e61e7e7686a43876690df6710,电商工具,智能客服,广州翼梭电子科技有限公司,9.80,人民币:元,广东省,广州市,刘继三,741401533@qq.com,13825089655,2025-07-22,199.0,台,广东省广州市番禺区丰晟工业园G栋三楼,2026-07-28 15:09:27,2026-08-04 11:02:28
56,招伴云 高校 AI全平台招生管理软件 招生报名 智能客服,产品特性：湖南心莱信息科技有限公司; 服务项目 定制开发; 主要用途 产品宣传推广; 服务对象 学生、老师、学校; 可售区域 各个地区均可销售。,https://b2b.baidu.com/land?id=b6aeaeb63fca7afd3f99fa5bb4fa2e6010,电商工具,智能客服,湖南心莱信息科技有限公司,1.28,人民币:元,湖南省,长沙市,孙夏,wenqiang.1i@xin-1ai.com,15575851696,2025-07-22,1.0,套,湖南省长沙市,2026-07-28 15:09:27,2026-08-04 11:02:28
57,智能客服系统 支持多平台对接 一站式务 行业覆盖广,产品特性：香久里科技; 发票 可开发票; 软件名称 接待机器人; 运行环境 web/公众号/小程序/QQ/微信/Telegram等IM工具; 软件形式 服务器私有化部署。,https://b2b.baidu.com/land?id=797f10d79120e7b82378d07ff495833310,电商工具,智能客服,上海香久里信息科技有限公司,9800.00,人民币:元,上海市,上海市,13818221931,13818221931@139.com,18944595121,2025-07-22,1.0,件,上海市黄浦区上海市局门路620号,2026-07-28 15:09:27,2026-08-04 11:02:28
58,智能迎宾机器人带路讲解客服语音对话互动酒店展厅科技馆展览馆,产品特性：爱思微服; 设备类型 机器人产品; 尺寸重量 高度160CM，重量50KG; 功能2 引导带领; 功能3 多点讲解。,https://b2b.baidu.com/land?id=b5f177f284e95bc3260c051c5437e8eb10,电商工具,智能客服,智领企航（天津）科技有限公司,99.00,人民币:元,天津市,天津市,张先生,106857386@qq.com,17170881158,2025-07-22,1.0,套,天津市津南区联东U谷总部大观-5号楼B座1407,2026-07-28 15:09:27,2026-08-04 11:02:28
59,机房建设专业搭建服务 免费勘察 资质齐全 客服全天在线,产品特性：免费报价; 勘察方式 现场勘察; 质保 整体工程质保2年; 支持人数 1000人; 项目 东莞it机房建设。,https://b2b.baidu.com/land?id=02687ddc17a6acecbd2b93f938b851bf10,电商工具,智能客服,上海义果智能科技有限公司,2.88,人民币:元,上海市,上海市,薛豪,xh@yiguozn.cn,13255965466,2025-07-22,1.0,套,上海市浦东新区张江集电港龙东大道3000号集电港1幢A楼1201室Z06,2026-07-28 15:09:27,2026-08-04 11:02:28
60,云蝠智能AI大模型呼叫 电话客服 打电话就能找客户,产品特性：云蝠智能; 安全 数据安全; 功能 智能销售; 适用场景 地产，教育，金融，酒水，珠宝等行业; 版权 自主研发。,https://b2b.baidu.com/land?id=29a3dd7355f2b5d4fe46a1c76c6d061810,电商工具,智能客服,南京星蝠科技有限公司,5988.00,人民币:元,江苏省,南京市,张亚慧,zhangyahui@telrobot.top,15951765054,2025-07-22,1.0,套,江苏省南京市栖霞区云蝠智能,2026-07-28 15:09:27,2026-08-04 11:02:28
61,纸箱质量检验报告办理检测机构 耐压测试 堆垛测试 第三方测试中心,产品特性：质海检测; 检测地点 深圳; 检测标准 国标/美标; 地址 深圳; 样品数量 5pcs。,https://b2b.baidu.com/land?id=ede95fb227dfdebc505ebbaf7d21214510,电商工具,智能客服,质海检测技术（深圳）有限公司,35.00,人民币:元,广东省,深圳市,李经理,King@zhihai-Lab.com,18123625672,2025-07-22,1.0,件,广东省深圳市宝安区金达城大厦6楼,2026-07-28 15:09:27,2026-08-04 11:02:28
62,小语智能客服呼叫中心系统 全渠道接入 电话中心呼叫系统,产品特性：小语智能; 运行环境 电脑端; 软件形式 网页版; 版本语言 汉语; 软件名称 智能客服呼叫中心系统。,https://b2b.baidu.com/land?id=b77ed862874db54912c8e76781bd0d9b10,电商工具,智能客服,杭州智语网络科技有限公司,2000.00,人民币:元,浙江省,杭州市,徐经理,xyw@xiaoyu168.com,18667929798,2025-07-22,1.0,套,浙江省杭州市余杭区乐富海邦园17座604室,2026-07-28 15:09:27,2026-08-04 11:02:28
63,防爆钢丝绳电动葫芦 1吨2吨升降环链式起重机配件-越力重工,产品特性：SZYJ; 起重量 0.5t~100t; 电动葫芦运行速度 20m/min; 操作方式 遥控; 有效起升高度 0.5m~200m。,https://b2b.baidu.com/land?id=150dce2eaeca7ca7154fa76686349b6410,搬运起重,起重葫芦,山东越力重工有限公司,2850.00,人民币:元,山东省,泰安市,殷鹏,sdylzg888@163.com,13645480555,2025-07-22,1.0,台,山东省泰安市新泰市羊流工业园区,2026-07-28 15:09:27,2026-08-04 11:02:28
64,防爆电动葫芦 隔爆起重机 粉尘爆炸气体环境用 DIICT4等级,产品特性：支持加工定制 是; 材质 Q235B; 操作方式 驾驶室、手柄; 结构形式 单梁、双梁; 类型 防爆起重机。,https://b2b.baidu.com/land?id=b24d55075a8e1c50f13839e6d38d4e8b10,搬运起重,起重葫芦,沈阳卫源起重机械设备有限公司,29.50,人民币:元,辽宁省,沈阳市,马经理,13644076783@163.com,13644076783,2025-07-22,1.0,台,辽宁省沈阳市沈北新区蒲河大道888西五区-40号楼,2026-07-28 15:09:27,2026-08-04 11:02:28
65,LH型电动葫芦双梁起重机 高效节能 结构紧凑 运行稳定 厂家直营,产品特性：支持加工定制 是; 是否进口 否; 材质 锰钢; 操作方式 电动 液压 手柄; 操作形式 按钮 空操 手动 遥控。,https://b2b.baidu.com/land?id=741600815efec34eaefe1037bbdc2db210,搬运起重,起重葫芦,山东龙辉起重机械有限公司,7000.00,人民币:元,山东省,泰安市,范经理,2425038060@qq.com,18660841888,2025-07-22,1.0,台,山东省泰安市新泰市山东龙辉起重机械有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
66,冠华 欧式电动葫芦 新型起重葫芦 铝合金减速器壳体 运行平稳 规格齐全,产品特性：支持加工定制 是; 是否进口 否; 操作形式 电动; 产品类型 电动葫芦; 用途范围 起重机。,https://b2b.baidu.com/land?id=4aeb8af8c71e527862c8b78747653a5d10,搬运起重,起重葫芦,山东冠华重工机械有限公司,3188.00,人民币:元,山东省,泰安市,孙总,18766648789@163.com,18766648789,2025-07-22,1.0,台,山东省泰安市新泰市山东冠华重工机械有限公司羊流工业园177号,2026-07-28 15:09:27,2026-08-04 11:02:28
67,冶金耐高温钢丝绳电动葫芦 低净空双梁起重机 超低 矿山适用,产品特性：机类型 其他式起重机; 售后服务 一年; 加工定制 是; 产品类型 起重机; 新旧程度 全新。,https://b2b.baidu.com/land?id=1b78bd6cdfc43ffc6ca4925704ddbc4410,搬运起重,起重葫芦,江油市中矿起重商贸有限公司,1.00,人民币:元,四川省,绵阳市,翟雷鸣,18608088022@qq.com,18608088022,2025-07-22,1.0,台,四川省绵阳市江油市中矿起重太平路中段25号,2026-07-28 15:09:27,2026-08-04 11:02:28
68,神力机械2吨3吨防爆 电动葫芦起重机械配件 结构稳固低噪音适用性广,产品特性：方式 绳控 遥控; 大车运行速度 48m/minm/s; 链条直径 6.3mmmm; 两钩间最小距离 200mmmm; 起升高度 3-30mm。,https://b2b.baidu.com/land?id=d012ad63b20ebea764d352be134500be10,搬运起重,起重葫芦,山东神力起重机械有限公司,3800.00,人民币:元,山东省,泰安市,邱悦,532238375@qq.com,15753884678,2025-07-22,2.0,台,山东省泰安市新泰市神力起重新泰市羊流镇工业园神力起重,2026-07-28 15:09:27,2026-08-04 11:02:28
69,左旋右旋 高强度欧式电动葫芦 扁丝 起重机 钢丝绳8K26WS+IWRC-2160,产品特性：期 1年; 材料 高碳钢; 尺寸 120cm; 加工方式 捻制; 结构 8K*26WS+IWR。,https://b2b.baidu.com/land?id=6ec4dfc7115a470f2106e31f5b2eac0d10,搬运起重,起重葫芦,南通昌源钢绳有限公司,6.00,人民币:元,江苏省,南通市,林凯凯,linkaikai@ntcygs.cn,13861988658,2025-07-22,1.0,米,江苏省南通市通州区昌源钢绳-西北门,2026-07-28 15:09:27,2026-08-04 11:02:28
70,瀚晟供应牛头2T3M合金钢手拉葫芦 手动起重工具 倒链坚固耐用,产品特性：支持加工定制 是; 是否进口 否; 标准提升高度 3m; 材质 合金钢; 操作形式 手动。,https://b2b.baidu.com/land?id=534157532d0c7c3b755238b4ae46829a10,搬运起重,起重葫芦,河北瀚晟同创商贸有限公司,300.00,人民币:元,河北省,石家庄市,王学松,3185715372@qq.com,15100181889,2025-07-22,1.0,台,河北省石家庄市鹿泉区龙海南苑7号楼1单元2楼,2026-07-28 15:09:27,2026-08-04 11:02:28
71,欧式钢丝绳电动葫芦 诺威单梁双梁起重机配套钢索主机,产品特性：定制 是; 形式 单梁/双梁; 标准 欧式变频; 载重量 2T~50T; 运行速度 5-20m/min。,https://b2b.baidu.com/land?id=8c2a9920739f10c86134bed22b249b3a10,搬运起重,起重葫芦,上海奥展起重机械有限公司,1.80,人民币:元,上海市,上海市,林敬,aozhanqz@126.com,13764389279,2025-07-22,1.0,台,上海市嘉定区上海嘉定城区方南路15号,2026-07-28 15:09:27,2026-08-04 11:02:28
72,起重机减速机 三合一减 速机 LDA 葫芦减速 机 工厂供应,产品特性：盛华; 尺寸 定制; 颜色 按需; 加工定制 是; 是否原厂 是。,https://b2b.baidu.com/land?id=a09ade146d16e73a134e18a7c2be1b0710,搬运起重,起重葫芦,石家庄市盛华机电有限公司,800.00,人民币:元,河北省,石家庄市,王经理,18630148284@163.com,15903110237,2025-07-22,1.0,台,河北省石家庄市长安区盛华起重乐城国际五金城,2026-07-28 15:09:27,2026-08-04 11:02:28
73,2t德国进口 德马格DEMAG电动葫芦 起重机配套使用,产品特性：DEMAG; 适用范围 起重机配套使用; 操作形式 手操+遥控; 最大额定吊载量 2t; 大车运行速度 8/2。,https://b2b.baidu.com/land?id=c5ea815991c114830e9945df33eeea4310,搬运起重,起重葫芦,昂玛智能装备（苏州）有限公司,4.58,人民币:元,江苏省,苏州市,胡雨农,sales@upmaxhoists.com,19951128796,2025-07-22,1.0,台,江苏省苏州市太仓市双湖路3号，9号厂房,2026-07-28 15:09:27,2026-08-04 11:02:28
74,友力仕 钢丝绳防爆电动葫芦 起重机行车行吊用起重葫芦 寿命长,产品特性：可定制; 净重 1t-25t; 用途 适用于室内外货物吊运; 操作方式 遥控; 驱动动力 液压。,https://b2b.baidu.com/land?id=bfd0d9febdab04857f7b894ac1a6737010,搬运起重,起重葫芦,常州友力仕智能装备有限公司,3280.00,人民币:元,江苏省,常州市,李春生,Lcs55555@126.com,13327888728,2025-07-22,1.0,台,江苏省常州市天宁区金桥机电五金城B区1150-2号,2026-07-28 15:09:27,2026-08-04 11:02:28
75,KEDAOCRANE25T电动双梁欧式起重机石材厂用电动葫芦桥式行车,产品特性：KEDAOCRANE; 操作方式 无线遥控器/手操; 工程机械种类 特种设备; 跨度 可定制mm; 起升高度 6M/9M/12Mm。,https://b2b.baidu.com/land?id=3fe17789db18fe953ad5dfc503d2d56810,搬运起重,起重葫芦,苏州科岛起重机械工程有限公司,15.60,人民币:元,苏州市,苏州市,祝经理,sales@kedaocrane.com,18796851688,2025-07-22,1.0,台,苏州市,2026-07-28 15:09:27,2026-08-04 11:02:28
76,20吨单梁起重机 无线遥控 车间仓库用电动葫芦悬挂行车,产品特性：铭淇; 是否支持加工定制 是; 是否进口 否; 操作方式 地操/遥控; 操作形式 地操/遥控。,https://b2b.baidu.com/land?id=972c3eb5750e3f91dd8b38e9221010b710,搬运起重,起重葫芦,河北铭淇起重机械制造有限公司,5000.00,人民币:元,河北保定市,河北保定市,经理,351274369@qq.com,15031210688,2025-07-22,1.0,台,河北保定市,2026-07-28 15:09:27,2026-08-04 11:02:28
77,厂家定制起重机行吊用钢丝绳电动葫芦21吨2吨3吨5吨10吨遥控操作,产品特性：支持加工定制 是; 是否进口 否; 材质 合金钢 铝合金 不锈钢 金属 锰钢 钢板 铸铁 优质钢材; 操作方式 电动 无线遥控 手柄; 大车运行速度 20m/s,https://b2b.baidu.com/land?id=ca4268e7a0b24341c8969a6cdbcc9c2310,搬运起重,起重葫芦,昆明市经济技术开发区亚起起重机配件门市,750.00,人民币:元,,,胡经理,1223828560@qq.com,18288222379,2025-07-22,1.0,台,中国（云南）自由贸易试验区昆明片区经开区阿拉街道办事处高坡社区阿拉乡金马村190号,2026-07-28 15:09:27,2026-08-04 11:02:28
78,供应龙门吊生产厂家 5吨10吨龙门吊车 移动门吊电动葫芦花架,产品特性：支持加工定制 是; 是否进口 否; 电机功率 35KW; 电源电压 50V; 吊钩升降速度 38m/s。,https://b2b.baidu.com/land?id=b1a11a5a98cb0e93a4d2714be4284d6b10,搬运起重,起重葫芦,山东省芮耀起重设备有限公司,8400.00,人民币:元,山东省,泰安市,程经理,18888266766@163.com,18888266766,2025-07-22,1.0,台,山东省泰安市新泰市山东省芮耀起重设备有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
79,NOB原厂手拉电动葫芦厂家起吊搬运起重2T3M质量保障1T2M货源充足,产品特性：K7C; 材质 合金钢; 类别 起吊葫芦; 是否定制 否; 是否进口 否。,https://b2b.baidu.com/land?id=7ced977b431eab640bca6438261ab82f10,搬运起重,起重葫芦,川尚机械设备（武汉）有限公司,6000.00,人民币:元,湖北省,武汉市,王,wangkaidi@noblifting.com,17362954563,2025-07-22,10.0,台,湖北省武汉市洪山区书城路-道路书城路28号北港工业园,2026-07-28 15:09:27,2026-08-04 11:02:28
80,RVVG/RVV2G 行车起重机电动葫芦不锈钢丝绳电缆,产品特性：/规格 21.6x14.3x11mm; 包装 卷; 最小包装量 100; 数量 100; 封装 木轴。,https://b2b.baidu.com/land?id=68dff7949d7029387a768afbf3ef9beb10,搬运起重,起重葫芦,廊坊真芯电缆有限公司,9.36,人民币:元,河北省,廊坊市,王丙辉,6868315@qq.com,15076623999,2025-07-22,10000.0,米,河北省廊坊市大城县东迷堤209乡道真芯电缆公司,2026-07-28 15:09:27,2026-08-04 11:02:28
81,安撤气动葫芦 起重设备 机械手 齿轮气动马达 运行速度快,产品特性：支持加工定制 是; 是否进口 否; 优点 体积小、轻便，重量为电动葫; 名称 气动葫芦; 产品用途 煤矿 工厂 船用提升设备。,https://b2b.baidu.com/land?id=e2d41bc90afda4ac6c81dc364d926b7910,搬运起重,起重葫芦,山东鲁研科伟机电设备制造有限公司,1000.00,人民币:元,山东省,济宁市,谢经理,575903264@qq.com,13287275517,2025-07-22,1.0,台,山东省济宁市邹城市北宿镇经济开发区宏发路999号,2026-07-28 15:09:27,2026-08-04 11:02:28
82,恒升防爆双链环链钢丝绳-建筑装修欧式起重电动葫芦,产品特性：恒升; 是否进口 否; 加工定制 是; 产地 河南新乡; 额定起重 多选,https://b2b.baidu.com/land?id=b81d4e02f68ec0cbe10ae911223d28b410,搬运起重,起重葫芦,新乡市恒升起重机械有限公司,5000.00,人民币:元,,,李经理,,18738312911,2025-07-22,1.0,个,长垣县恼里镇东辛庄,2026-07-28 15:09:27,2026-08-04 11:02:28
83,微型电动葫芦起重机 航车航吊厂房吊装 运行稳定 厂家直营,产品特性：绿色 蓝色; 产品名称 电动葫芦; 运输 物流; 适用设备 龙门吊; 质保 1年。,https://b2b.baidu.com/land?id=b2c9d71f1873564336dbbabfffcae23b10,搬运起重,起重葫芦,陕西重科起重设备有限公司,2400.00,人民币:元,陕西省,西安市,张经理,17527058888@qq.com,17527058888,2025-07-22,1.0,台,陕西省西安市未央区龙湖景粼天序,2026-07-28 15:09:27,2026-08-04 11:02:28
84,定制3吨5t6米9m电动单梁起重机天车10顿16T17.5米20m双梁,产品特性：圣矿起重设备; 是否支持加工定制 是; 大车运行速度 43m/s; 用途范围 工厂建筑工地等; 数量 充足。,https://b2b.baidu.com/land?id=7c0cb8e514c3dcea118b6d61603c9a4310,搬运起重,起重葫芦,上海圣矿起重设备有限公司,3500.00,人民币:元,上海市,上海市,郑总,xshnqzj@136.com,13524897888,2025-07-22,1.0,台,上海市宝山区上海泾海起重工程机械有限公司-南门,2026-07-28 15:09:27,2026-08-04 11:02:28
